id,Age,Gender,True Positives,True Negatives,False Positives,False Negatives,time stamp
1,22​,1​,0 TP,0 TN,0 FP,0 FN9/10/2021 7:41:26 PM
1,22​,1​,0 TP,0 TN,0 FP,0 FN9/10/2021 7:41:40 PM
1,44​,2​,0 TP,0 TN,0 FP,0 FN9/10/2021 8:44:00 PM
1,44​,2​,0 TP,0 TN,0 FP,0 FN9/10/2021 8:44:18 PM
